contentid,relaAcdntRiskMtr,acmpyTypeCd,relaPosesFclty,relaFrnshPrdlst,etcAcmpyInfo,relaPurcPrdlst,acmpyPsblCpam,relaRntlPrdlst,acmpyNeedMtr
2913721,,일부구역 동반가능,"반려견 운동장,독채실내·야외수영장스파개별바베큐잔디공원","침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 수건, 치약, 칫솔, 샴푸, 바디워시, 헤어 드라이어 등","반려견 동반 시 사전 문의 필수입니다.패드, 리드줄, 배변봉투 지참 부탁 드립니다.실내월풀, 실외수영장 반려견 입장 불가입니다.반려견은 침구류 사용 불가입니다.반려견 필수 물품은 개별 지참 부탁 드립니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,5kg 이하,,
2913759,반려동물관리사 자격증 보유\n 반려견 응급실 리스트 보유,일부구역 동반가능,"반려견 운동장\n 반려견 물놀이장,인공폭포물놀이장강아지 운동장연못정원인공폭포송어 낚시터",반려견 식기반려견 배변패드반려견 진드기약,"반려견 15kg미만 동반 가능합니다.객실 당 최대 2마리 동반 가능합니다.반려견 동반을 원할 시 사전 문의 필수입니다.반려견 마리 당 추가 요금 10,000원입니다.반려견 입실 가능 객실: 봄향기, 겨울향기, 봄내음, 여름내음, 가을내음, 겨울내음, 나무내음, 들꽃내음식당을 제외한 시설 반려견 이용 가능합니다.실외에선 반려견 리드줄 착용 필수 입니다.예방접종과 중성화 완료된 반려견만 동반 가능합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,15kg 이하,,
2913760,,일부구역 동반가능,수영장2층 식당바베큐장엘리베이터,"침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 식탁, 수건, 치약, 샴푸, 바디워시, 헤어 드라이어 등",반려견 전용 펜션이 아닌 5kg미만 소형견만 동반 가능한 펜션입니다.반려견 동반을 원하실 경우 사전 전화 문의 필수입니다.(사전 문의 없이 동반 시 입실 불가)반려견 동반 시 4층 객실만 이용 가능합니다.반려견은 수영장 입장 불가입니다.리드줄과 입마개 필수입니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,5kg 이하,,
2913763,,일부구역 동반가능,정원개별 바베큐공동 바베큐,"침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 식탁, 수건, 치약, 샴푸, 바디워시, 헤어 드라이어 등","5kg미만, 객실 당 최대 2마리까지 동반 가능합니다.반려견 용품은 제공되지 않습니다. 개별 지참 부탁 드립니다.이불에 털과 배설물이 묻지 않도록 주의 부탁 드립니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,5kg 이하,,
2913764,,일부구역 동반가능,야외 바베큐장,,"수선화 객실을 제외한 전 객실 애견 동반 입실 가능합니다.고양이는 절대 입실 불가입니다.6kg 미만의 소형견에 한하여 가능합니다.1마리당 10,000원의 추가 비용이 발생합니다.(현장 결제)반려견 동반 입실 시, 이불에 털과 배설물이 붇지 않도록 주의 부탁드립니다.반려견 용품 개인 지참 필수입니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동될 수 있습니다.",,5kg 이하,,
2913767,,일부구역 동반가능,바베큐장인근 해수욕장인근 계곡,"침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 식탁, 수건, 치약, 샴푸, 바디워시, 헤어 드라이어 등","객실 당 1마리까지만 가능합니다.10kg미만의 반려견만 가능합니다.반려견 동반 시 1박 당 10,000원의 추가 비용이 발생합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,10kg 이하,,
2913769,,일부구역 동반가능,바베큐장,"침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 식탁, 수건, 치약, 칫솔, 샴푸, 헤어 드라이어 등","객실 당 1마리까지만 가능합니다.5kg미만의 반려견만 가능합니다.대형견 및 2마리 이상 입실 절대 불가입니다.반려견 동반 시 1박 당 10,000원의 추가 비용이 발생합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,5kg 이하,,
2913773,,일부구역 동반가능,"반려견 운동장\n 반려견 셀프 목욕실\n 반려견 야외 수영장 (하반기에는 수영장을 볼풀장으로 운영합니다.),컨테이너 카페개별 바베큐","침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 수건, 치약, 칫솔, 샴푸, 바디워시, 헤어 드라이어 등반려견 식기반려견 하우스[애견셀프 목욕실]반려견 수건샴푸미스트빗드라이기펫 드라이룸","8kg 미만 소형견만 입장가능합니다.객실당 최대 입실 가능 반려견은 2마리입니다.반려견 1마리 무료, 2마리부터 1마리당 10,000원반려견을 객실,카페 또는 운동장에 혼자 두고 외출하실수 없으며, 펜션내에 반려견을 방치하여 발생하는 사고에 대해서는 책임을 지지않습니다.반려견 사이의 싸움이나, 손님에게 상해를 입힌 경우 당사자 간 분쟁을 조정하셔야 합니다.펜션은 중재나 배상의 책임이 없음을 알려드립니다.생리 및 마킹하는 강아지는 기저귀, 매너벨트 필수입니다.입질이 심하거나 공격적인 성향을 가진 반려견일 경우 시설이용에 제한이 있습니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,8kg 이하,,
2913780,,일부구역 동반가능,공동 취사장화장실샤워실,"에어컨, 식기일체, 전기밥솥, 전자레인지, 인덕션, 수건, 치약, 샴푸, 바디워시, 헤어 드라이어 등","4kg이하 소형견만 동반 가능합니다.반려견은 소형견 1마리만 동반 가능합니다.리드줄과 입마개 필수입니다.반려견 동반 시 사전 문의 필수입니다. 기존에 묵고 계신 손님들에게 양해를 구해야만 동반 가능합니다.반려견 동반 시 침구 제공이 안됩니다.반려견 배변 시 보호자가 배변봉투, 물티슈 등 지참 후 즉시 처리하여야 합니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,4kg 이하,,
2913781,,일부구역 동반가능,야외 바베큐,"침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 식탁, 수건, 치약, 샴푸, 바디워시, 헤어 드라이어 등","5kg 이내의 소형견만 가능합니다.객실 당 최대 2마리까지 가능합니다. (3마리일 경우 사전문의 필수)반려견 동반 시 1마리 당 10,000원의 추가 비용이 발생합니다.(현장 결제)반려견을 동반할 경우 목줄 착용 필수입니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,5kg 이하,,
2913782,,일부구역 동반가능,단체 대형 바베큐장유리관 가족 바베큐장계곡,"침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 식탁, 수건, 치약, 샴푸, 바디워시, 헤어 드라이어 등","반려견은 소형견만 가능하며 최대 2마리까지 입실 가능합니다.반려견 동반 가능 객실은 아마릴리스, 카라, 크로바, 라일락 4개의 객실입니다. 확인하시고 예약 부탁 드립니다.짖음이 심한 반려견은 예약 전 전화 상담 부탁 드립니다대형견 동반불가 입니다.퇴실 시 반려견의 배변 처리는 꼭 부탁 드리며 청소가 안되어 있을 시, 청소비가 추가로 발생 할 수 있습니다.(청소비 50,000원 추가 부과)반려견은 침대 위에 절대로 올라갈 수 없습니다.객실 수건은 사람 용도의 수건이니 반려견이 사용 할 수건은 개인이 준비하여 주시기 바랍니다.반려인으로서의 에티켓을 지켜주세요. 생리 중인 반려견은 기저귀를, 마킹이 있는 반려견은 매너벨트를 착용해주세요.반려견이 이불에 실수를 했을 경우 바로 말씀해 주시기 바랍니다.(바로 조치를 취하지 않아 이불을 폐기해야 하는 경우가 생기면 변상금이 발생 할 수 있습니다.)* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,5kg 이하,,
2913790,,일부구역 동반가능,주차장,"TV, 침구, 냉장고, 에어컨, 조리도구, 전자레인지",5kg이하 반려견 동반 가능합니다.반려견 동반 시 사전 문의 필수입니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,5kg 이하,,
2913792,,일부구역 동반가능,샤워실화장실식기세척장수영장어린이 놀이공간트램펄린매점,,"반려견 동반 시 예약 전 사전 문의 후 확인을 받으셔야 가능합니다. 5kg이내에 소형견으로 한하여 동반 가능합니다.공격적이거나 배변활동의 제어가 안될 경우 퇴실 조치합니다. 입장 시에도 항시 리드줄을 사용해 주시기 바랍니다.반려견이 주인 없이 움직이는 행동은 자제해주시기 바랍니다. 반려견 동반하여 예약 하실 경우 B 캠핑존 파쇄 11, 12, 13만 예약 가능합니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,5kg 이하,,
2913794,,일부구역 동반가능,카페 바베큐장 주차장,,"6kg이하 소형견 최대 2마리 동반 입실 가능합니다. 동반가능객실(블랙. 화이트. 블루), 동반입실가능 객실 없을시 다른 객실도 가능합니다. 펫티켓을 지켜 주시기 바랍니다. 반려견전용펜션이 아니기 때문에 반려견용품은 준비 하시고 오셔야합니다. 반려견만 객실 두고 외출은 자제해주시고 부득이하게 화장실에 두거나 대형 울타리를 무료로 빌려 드립니다. 반려동물은 동반수영 금지입니다. 펜션동.카페는 리드줄 필수이고, 반려견산책로 및 운동장은 리드줄 안하셔도 됩니다. 배변및 마킹관리 .리드줄 필수(카페에서 리드줄 안하면 입장 불가)* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,6kg 이하,,
2913796,,일부구역 동반가능,바베큐장개별테라스,"침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 수건, 치약, 칫솔, 샴푸, 헤어 드라이어 등",반려견 동반 무료입니다.객실 당 1마리 동반 가능합니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,5kg 이하,,
2913798,,일부구역 동반가능,주차장바비큐장족구장수영장산책로골프연습장탁구장또바기쉼터,,3kg미만 소형견 최대 2마리 동반 가능합니다.반려견 동반 시 사전 문의 바랍니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,3kg 이하,,
2913802,,일부구역 동반가능,팬션 내 카페 트램펄린 족구장 골프연습장 그네 미끄럼틀 시소 등산로,,"반려견 동반 시 사전 전화 문의 필수입니다.반려견 동반 입실 가능하며, 반려묘는 입장이 불가합니다.객실당 마리수는 제한되지 않으며, 10kg이상의 중대형견은 입실이 불가합니다.반려견의 사고는 견주께서 수습해주셔야 하며, 펜션 내 기물을 파손하였을 경우 손해비용이 발생되며 주의사항을 지키지 않거나 부주의로 인한 펜션내 모든 사고에 대해서 아폴로천문대펜션은 일절 책임지지 않습니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,10kg 이하,,
2913805,,일부구역 동반가능,카페계곡갤러리수영장스파잔디밭,"침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 식탁, 수건, 치약, 샴푸, 바디워시, 헤어 드라이어 등반려견 식기배변패드(요청 시)",반려견 1마리 동반 무료이며 추가 시 추가 요금이 발생합니다.\n 미술관 반려견 동반 가능합니다. 안거나 켄넬 필수 입니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,,,
2913807,,일부구역 동반가능,수영장바베큐장카페루프탑세미나실 주차장계곡,반려견 식기반려견 샤워용품배변패드,반려견 동반 시 사전 문의 필수입니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,,,
2913809,,일부구역 동반가능,"반려견 전용 아침 조식 제공\n 반려견 전용 뷰티룸,반려견 전문 호스피탈리티너랑온 어메니티 제공반려견 전용 아침 조식 제공꿀잠방석, 논슬립계단반려견 전용 인&amp;아웃도어 액티비티반려견 전용 뷰티 스파룸(공용/예약제/유료): 버블 스파 욕조: 쓰담쓰담 샤워기: 드라이룸, 전문가 드라이기펫 아로마 테라피: 객실 아로마 발향 서비스",,"전 객실 2인 1견 기준 침대객실입니다.방문객 및 인원추가 불가반려견 동반 없이 예약 불가출입시 반드시 울타리 문을 닫아주세요.매너벨트를 착용해주세요. (남아, 여아 모두 필수입니다.)숙박 가능 반려견 기준은 8kg 이하의 반려견으로, 객실당 최대 2마리까지 입실 가능합니다.몸무게 초과, 털빠짐이 심한 견종동반시 사전 상담 후 예약 진행 해주세요.예약 진행시 ‘1)동반견수 2) 견종 3)몸무게’ 는 메모에 반드시 남겨주세요. (메모 확인 후, 예약이 확정됩니다.)* 입실 제한 견종 : 몸무게 초과, 털빠짐, 짖음 심한아이, 대형견, 핏불테리어, 잉글리시 불독, 아키다, 스태포드셔, 그레이트 데인, 말라뮤트, 프레사 카나리오, 도베르만, 로트와일러, 시베리안 허스키, 저먼 셰퍼드 외부 이동 시 반려견 목줄 착용을 해주세요. 내/외부에 동반시 반려견을 절대 혼자 두지마세요.입구 울타리는 반드시 닫고 이동해주세요.스테이 내/외부에서 배변 시 배설물은 바로 치워 주세요.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,8kg 이하,,
2913810,,일부구역 동반가능,공동바베큐장공동취사장주차장,"침대, TV, 에어컨 식이일체 전기밥솥, 전자레인지, 인덕션, 식탁, 수건, 치약, 칫솔, 샴푸, 바디워시, 헤어 드라이어","""반려견 동반 시 사전 문의 부탁드립니다.이오, 님프 객실을 제외한 나머지 객실은 반려견, 반려묘 입실 가능합니다.객실당 8kg 이하 1마리까지만 입실 가능합니다.주말, 연휴, 성수기는 최대 한 마리까지 입실 가능합니다.비수기 주중 최대 두 마리까지 입실 가능합니다.목줄 등 기타 용품은 직접 가지고 오셔야 합니다.체크인 시 반려동물 확인 필수입니다.산책 시 목줄 착용 필수 및 관리 부탁드립니다.부주의로 인한 사고 발생 시 견주 책임입니다.특수 세탁 비용 및 애견 미 동반 고객을 위해서 애견 비용은 별도로 받는 점 양해 부탁드립니다.애견 배설로 인해 침구류 오염 시 특수 세탁비 추가됩니다.외출 시 애견 동반 외출 필수입니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,8kg 이하,,
2913811,비상약 구비,일부구역 동반가능,"반려견 샤워장, 수영장, 잔디마당","반려견 샤워용품(샴푸, 소독제)\n 반려견 용품(패드, 배변판, 소독제)",모든 견종,,실내견만 입실 가능\n 입장불가: 밖에서 키우는 반려견,,자유이용
2913814,,일부구역 동반가능,바베큐장황토찜질방주차장,"TV, 에어컨, 선풍기, 냉장고, 전자레인지, 전기밥솥, 커피포트, 취사도구, 드라이기, 세면도구",15kg이하 소형견만 동반 가능합니다.중형견 동반 원하실 경우 사전 문의 필수입니다.반려견 동반시 사전 문의 바랍니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,15kg 이하,,
2913828,,일부구역 동반가능,"펫 룸\n 하늘공원,주차장패밀리풀인피니티풀하늘공원연회장",,"※펫룸 이용 관련 추가 안내※ [반려견동반입실기준]1. 반려 견의 체중은 10kg 미만 길들여진 반려 견 이어야 합니다. 단, 시각 장애인 안내 견의 경우에는 제한이 없습니다.2. 객실당 1마리의 반려견 입실을 기준 [추가 시, 별도 요금 추가]3. 1년 이내의 광견병주사(Rabies Vaccine)를 접종한 증명서 사본을 체크인시 제출4. 반려 견은 그 크기, 기질 등으로 제3자에게 공포심, 두려움을 주거나 가해 가능성이 없어야 합니다.[강제퇴실조치]반려 견 동반 입실기준에 충족되더라도 다음 각호에 해당하는 경우 반려 견 견주 (객실 등 이용자) 및 반려 견은 강제 퇴실 조치 되며, 관련 된 반려 견 견주는 그 조치에 대하여 어떠한 이의를 제기하지 않습니다.1. 예약 및 체크인시, 등록한 반려 견이 아니거나 등록 반려 견 외 다른 반려 동물의 입실이 확인 된 경우2. 반려 견이 사람 또는 다른 반려 견의 안전에 문제를 일으킬 수 있다고 판단 되는 경우3. 반려 견의 짖는 소리로 인하여 다른 고객에게 피해를 주는 경우4. 건물 내 이동 시, 반드시 키이지 또는 반려 견 유모차 등에 넣어서 이동해야 함에도 불구하고 이를 위반한 경우5. 건물 외 이동 시, 반드시 목줄을 해야 함에도 불구하고 이를 위반한 경우6. 객실에 반려견만 남겨 두고 외출하는 것은 절대 금지 됨 에도 불구하고 이를 위반한 경우7. SL호텔강릉 내 부대 시설[하늘공원 제외] 수영장 및 식음 업장 등에는 반려 견 출입이 불가함에도 불구하고 이를 위반한 경우8. 객실 정비 등 업무를 수행하는 근무자가 객실에 입실한 경우, 반려 견 견주는 반드시 반려 견을 통제해야 함에도 불구하고 이를 위반하여 업무수행을 방해한 경우 (단, 객실 정비 등 서비스 제공을 사전에 거부한 경우에는 예외)9. 호텔 내/외부에서의 배변시 배설물 등을 즉시 처리하지 않은 경우※펫룸 이용 관련 안내문 및 동의서 사전 확인 및 인쇄 가능합니다.※[공지 : NOTICE 게시판 http://www.slhotelgangneung.co.kr/m05_02/17]* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,10kg 이하,,
2913832,,일부구역 동반가능,주차장바베큐장,"침대, TV, 에어컨, 식기, 전기밥솥, 드라이기, 전자레인지, 인덕션, 세면용품","반려견 동반 시 사전 문의 바랍니다.5kg이하 소형견 동반 가능합니다.반려견 용품은 견주가 가지고 오셔야합니다.반려견 동반시 1마리 10,000원 추가요금* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,5kg 이하,,
2913833,,일부구역 동반가능,주차장,"침대, 에어컨, TV, 취사시설, 냉장고",5kg미만 소형견 동반 가능합니다.반려견 동반 시 사전 문의 바랍니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,5kg 이하,,
2913834,,일부구역 동반가능,"반려견놀이터,바베큐장주차장반려견놀이터","반려견침구, 배변패드, 반려견 식기, 수건,탈취제TV, 에어컨, 드라이기, 냉장고, 취사도구, 티테이블, 핫플라이트, 주방용품","A동 전 객실 애견 동반 가능합니다.반려견 1마리 당 10,000원 추가 요금 발생소형견(10kg이하) 2마리까지 동반 가능합니다.방입실 시 애기들 기저귀 꼭 채워주세요.바닷가 산책 시 배변봉투 꼭 챙기시고 펜션 1층에 버려주세요.11kg 이상의 대형견은 입장이 제한됩니다. (예약 전에 펜션지기에게 문의해주세요.)애견으로 인한 사고에 대해서는 펜션에서 책임지지 않습니다.공격성이 심하거나 마킹이 심한 아이의 경우 입실이 제한됩니다.침구류의 오염이 발생했을 경우, 숨기지 마시고 바로 관리실에 알려주세요.? 애견용품이 준비되어있습니다. (애견침구,2구식탁,배변패드,수건,탈취제)* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,10kg 이하,,
2913841,,일부구역 동반가능,넓은 잔디정원정원 앞 청정계곡개별바베큐복층,"에어컨, TV, 헤어드라이어, 거실장, 옷걸이, 침대, 협탁, 화장대, T테이블, 스카이라이프, 소파, 냉장고, 전자렌지, 핫플레이트, 무선포트, 식탁, 와인잔, 식기류, 세면도구, 타월(칫솔, 치약 면도기는 별도 구매)",7kg 미만 소형견 2마리까지 무료입니다. 2마리 이상은 절대 불가합니다.반려견 용품은 준비되어 있지 않습니다. 개인 지참 부탁 드립니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,7kg 이하,,
2913842,,일부구역 동반가능,카페야외 바베큐장편의점,,"소형견, 중형견 동반 가능 객실이 따로 준비되어 있습니다.2마리까지 동반 가능합니다.5kg 이상 반려견 동반 시 사전 문의 부탁드립니다.강아지가 아닌 애완동물이나 장모종의 경우 추가 요금이 더 발생 할 수 있습니다.반려견 동반 입실 시 기저귀 착용 부탁 드립니다.반려동물로 인한 펜션의 시설물, 물품, 침구류 파손 시 고객님께 배상을 요구 할 수 있습니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,5kg 이하,,
2913849,,일부구역 동반가능,,"반려견 장난감, 배변봉투, 배변패드","잔디마당, 자갈밭, 객실 내부 모두 입장 가능\n 반려견에 의한 기물 파손 및 오염 발생 시 변상",,반려견 (12kg 이하),,
2913856,,일부구역 동반가능,주차장,"배변패드, 식수대, 밥그릇, 펫하우스, 펫계단","10kg이하 반려견 동반 가능합니다.동반 반려견은 객실당 최대 2마리까지 입실 가능합니다.1마리당 배변패드 최대 2장 프런트에서 제공해드리니 필요하신 분은 체크인시 문의 바랍니다.체크인 시 애견 확인 필수, 산책시 리드줄 착용 필수 및 관리해주셔야 합니다.부주의로 인한 사고발생시 견주 책임입니다.1객실 당 성인 최대 2명, 반려견 2마리까지 가능합니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,10kg 이하 반려견 최대 2마리 동반 가능,,
2913857,,일부구역 동반가능,"개별바비큐, 침대방, 데크, 반려동물, 바비큐장, 파티, 수영장","반려견 전용 수건, 반려견 전용 식기류, 배변봉투",모든 견종,,소형견(10kg 이하) 두마리 또는 중대형견(10kg 이상) 한마리 동반 가능,,자유이용
2913858,,일부구역 동반가능,"반려견 펜스,잔디마당수영장 (반려견 이용 가능)미니 풀장",반려견 장남감배변봉투배변패드반려견 구명조끼,"실내에서 반려견 배변 시 반드시 치워주셔야 합니다.물놀이 시 반려견 구명조끼는 추가 요금 5,000원에 이용 가능합니다. 반려견에 의한 기물 파손 및 오염 발생 시 변상해 주셔야 합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2913859,소방서 10분거리\n 비상약품 구비,일부구역 동반가능,주차장야외 테라스 야외 탁자 바베큐장,"TV, 에어컨, 식기, 전기밥솥, 헤어드라이기, 전자레인지, 수건, 세면용품, 와이파이",5kg미만 소형견 동반 가능합니다.다른 객실에 피해가 가지 않도록 반려견 관리 부탁 드립니다.켄넬 무료 대여합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,5kg 이하,,
2913863,,일부구역 동반가능,"애견 운동장\n 샤워룸(살균드라이어룸, 애견드라이어)\n BBQ장(반려견 동반가능),바비큐장편의점수영장당구장, 탁구장","배변패드, 배변봉투, 방석, 애견식기 등","예약 시 반려견의 견종과 몸무게를 꼭 기재하셔야 하며, 기재하지 않을 시 예약이 취소될 수 있습니다.객실당 10kg 이하의 소형견 1마리의 입실을 기준으로 하며, 10kg를 초과하는 중형견은 입실이 불가합니다.반려견은 최대 2마리까지 입실을 허용하고 2마리 입실 시 추가 이용료 20,000원이 발생합니다. (연 박일 경우 첫날만 부가)체크인 시 클리닝보증금 50,000원을 현장 결제하고, 추가 클리닝이 없을 시 전액 환불해드립니다.매우 활동적이거나 짖음이 심한 반려견은 예약 전 전화상담 부탁 드립니다.예약 및 체크인 시 반려견 견종과 예방접종 여부를 필수로 확인하며 반려견 외 다른 반려동물(고양이,토끼 등)은 입실이 금지됩니다.마킹하는 반려견과 생리중인 반려견은 실내에서 매너패드를 착용하고, 실내?외에 배변 시 배설물을 즉시 치워주시기 바랍니다.반려견이 이불이나 커튼에 실수했을 경우 바로 말씀해주시기 바랍니다. (바로 조치를 취하지 않으면 폐기에 따른 변상금이 발생할 수 있습니다.)리조트 내에선 애견운동장을 제외하고 항상 목줄 또는 케이지를 사용해야 합니다.리조트의 부대시설은 반려견 출입이 금지되며 반려견 다이닝과 편의점에 한정하여 동반입장이 가능합니다.(케이지 필수)객실 내?외부에 반려견을 절대 혼자 두어서는 안되며, 반려견의 돌발행동으로 인한 모든 사고 및 피해, 교상 등은 보호자 책임이므로 세심한 주의와 통제 부탁 드립니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,10kg 이하,,
2913869,"[용평리조트 내 의무실 운영안내]\n 위치: 드래곤프라자 5번, 6번출구로 나와 그린피아 방향으로 도보 50m\n 운영시간: 09시~18시(하계성수기는 9시~22시 운영예정)",일부구역 동반가능,"용평리조트 타워콘도에 위치한 SPO(스탠다드 펫 온돌, 반려견 동반객실) 은 타워콘도 1층에 위치하고 있으며 (전체 4실 운영), 온돌형 객실로 한실침구 4채와 가스렌지, 4인용 식기 및 취사도구 일체, 식탁 등 이 구비되어 있는 원룸형 콘도 객실입니다. 반려견은 최대 2마리(20kg이하)까지 동반투숙 가능합니다. 객실 내부에 반려견 관련 용품(배변시트, 펫타월, 애견전용 세제, 식기 등) 은 비치되어 있지 않으므로 개별 준비 부탁드립니다.,[주요 부대시설 정기휴장일] 월요일: 발왕산 관광 케이블카, 마운틴 코스터 화요일: 워터파크, 루지, 웰니스프로그램 수요일: 워터파크, 웰니스 프로그램, 컬러랜드 목요일: 컬러랜드, 애니포레(4월말~5월초 재 오픈 예정)[발왕산 관광케이블카]안정성과 속도감이 뛰어난 100대의 8인승 케빈이 이어진 왕복 7.4Km 국내 최대 길이의 용평 발왕산 관광 케이블카는 드래곤 프라자 탑승장에서 출발하여 우리나라에서 12번째로 높은 해발 1,458m의 발왕산 정상의 드래곤 캐슬 하차장에 이르는 18분 동안, 하늘을 날아오르는듯한 유유한 멋과 싱그러운 자연의 정취에 흠뻑 빠져들게 할 것입니다.(왕복 7.4km, 40분 소요)※ 스카이워크는 케이블카 운영 1시간 뒤부터 개방됩니다. (마감은 운행 마감 시간과 동일)▶ 이용안내 바로가기https://www.yongpyong.co.kr/kor/convenience/leports/gondola.do[사계절 썰매장] 정상까지 컨베이어 시스템을 이용한 편리한 이동▶ 이용안내 바로가기https://www.yongpyong.co.kr/kor/convenience/leports/extreme02.do[용평루지]핑크 슬로프에서 옐로우 슬로프 하단까지 이어지는 1458m의 긴 트랙을 갖춘 용평 루지! 루지는 뉴질랜드, 싱가포르, 캐나다 3개국에서 인기리에 운영 중인 스릴 만점 액티비티로 탑승자가 직접 방향과 속도를 제어할 수 있고 낭만적 분위기를 연출하는 LED 조명을 설치해 야간에도 야경을 즐기며 짜릿한 스릴을 만끽할 수 있습니다.▶ 이용안내 바로가기https://www.yongpyong.co.kr/kor/convenience/leports/extreme02.do[마운틴코스터]총 길이 1,300m, 최고 시속 40km로 급경사와 커브를 미끄러지듯 내려오며 한 층 더 업그레이드 된 익스트림 스포츠▶ 이용안내 바로가기https://www.yongpyong.co.kr/kor/convenience/leports/extreme01.do[용평 워터파크] 익사익팅한 워터파크와 편안한 스파의 감동까지 물이 다르다! 즐거움이 다르다!사람이 가장 편안함을 느끼는 높이 해발 700m, 국내 최초 알파인 산장형 워터파크 ‘용평 워터파크’▶ 이용안내 바로가기https://www.yongpyong.co.kr/kor/peakIsland/useMethod/time.do","[타워콘도 SPO(스탠다드 펫 온돌, 반려견 동반객실) 객실비품 안내]가전류 TV/ 전화기/ 냉장고 / 에어컨 / 전자렌지 / 드라이기식기류 기본취사도구 일체침구류 한실 침구 4채 (원룸형 온돌객실)세면류 타월 / 비누","[타워콘도 SPO(스탠다드 펫 온돌, 반려견 동반객실) 객실이용 안내사항]▶ 반려견 동반 객실 이용안내(타워콘도 1층에 위치)① 객실당 4인 2견(20kg 이하) 입실 가능② 체크인 시 2년이내 광견병 예방접종 증명서 제출 및 반려견 입실동의서 작성 필수③ 객실 내부에 반려견 관련 용품(배변시트, 펫타월, 애견전용 세제, 식기 등) 이 비치되어 있지 않으므로 개별 준비 부탁드립니다.④ 객실 비품 훼손 및 이불, 커튼 등 패브릭류 오염 시 객실 이용료 외 별도 요금이 청구됩니다.⑤ 이용문의: 타워콘도 프런트(033-330-7511) * 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,20kg 이하,,
