addr1,addr2,zipcode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,eventstartdate,eventenddate,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,areacode,sigungucode,tel,title,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,progresstype,festivaltype
충청남도 태안군 안면읍 꽃지해안로 400,코리아플라워파크,32166,A02,A0207,A02070200,1556203,15,2.01202E+13,20250408,20250506,http://tong.visitkorea.or.kr/cms/resource/40/2948040_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2948040_image3_1.jpg,Type3,126.3367832,36.5012051,6,2.02503E+13,34,14,0507-1497-5536,태안 세계튤립꽃박람회,44,825,EV,EV01,EV010500,선택안함,선택안함
충청남도 태안군 남면 마검포길 200,네이처월드,32158,A02,A0207,A02070200,3479777,15,2.02502E+13,20250403,20250630,http://tong.visitkorea.or.kr/cms/resource/70/3479770_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3479770_image3_1.jpg,Type3,126.3021444,36.61619127,6,2.02506E+13,34,14,041-675-9200,태안봄꽃정원,44,825,EV,EV01,EV010500,,
울산광역시 중구 샛강남길 5 (태화동),,44457,A02,A0207,A02070200,1809293,15,2.01305E+13,20250516,20250518,http://tong.visitkorea.or.kr/cms/resource/27/2987427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2987427_image3_1.jpg,Type3,129.2911995,35.54877474,6,2.02504E+13,7,1,052-229-7562,태화강 국가정원 봄꽃축제,31,110,EV,EV01,EV010200,선택안함,선택안함
울산광역시 남구 신정동,태화강남구둔치,44658,A02,A0207,A02070200,3395127,15,2.0241E+13,20250906,20250906,http://tong.visitkorea.or.kr/cms/resource/48/3525548_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3525548_image3_1.jpg,Type3,129.3074592,35.55043319,6,2.02509E+13,7,2,052-220-0613,태화강 빛축제,31,140,EV,EV01,EV010500,,
경상남도 통영시 통영해안로 267 (항남동),통영한산대첩광장,53054,A02,A0207,A02070100,507454,15,2.00803E+13,20250808,20250814,http://tong.visitkorea.or.kr/cms/resource/70/3497970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3497970_image3_1.jpg,Type3,128.4246527,34.84044106,6,2.02507E+13,36,17,055-646-1592,통영한산대첩축제,48,220,EV,EV01,EV010100,선택안함,선택안함
서울특별시 종로구 자하문로15길 18 (통인동),2층,3036,A02,A0207,A02070200,3493987,15,2.02505E+13,20250613,20250613,http://tong.visitkorea.or.kr/cms/resource/83/3493983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3493983_image3_1.jpg,Type3,126.9699631,37.5808191,6,2.02505E+13,1,23,02-722-0911,통인시장 일맥상통맥주축제,11,110,EV,EV01,EV010600,,
서울특별시 마포구 어울마당로 77-1 (서교동),"홍대 레드로드 R1, R2",4042,A02,A0207,A02070200,3489354,15,2.02505E+13,20250509,20250510,http://tong.visitkorea.or.kr/cms/resource/48/3489348_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3489348_image3_1.jpg,Type3,126.9214544,37.55213268,6,2.02505E+13,1,13,02-565-7117,통하나봄,11,440,EV,EV01,EV010200,,
경기도 광주시 퇴촌면 광동로 65,,12711,A02,A0207,A02070200,572404,15,2.00806E+13,20250620,20250622,http://tong.visitkorea.or.kr/cms/resource/08/3495708_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3495708_image3_1.jpg,Type3,127.310038,37.47061303,6,2.02506E+13,31,5,031-760-4819,퇴촌토마토거리축제,41,610,EV,EV01,EV010200,선택안함,선택안함
인천광역시 서구 봉수대로 806 (연희동),,22717,A02,A0208,A02081000,3486684,15,2.02504E+13,20250503,20250503,http://tong.visitkorea.or.kr/cms/resource/64/3486864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3486864_image3_1.jpg,Type3,126.664153,37.54812301,6,2.02504E+13,2,7,02-2675-4538,트렌드 웨이브 2025,28,260,EV,EV02,EV020700,선택안함,선택안함
인천광역시 연수구 센트럴로 217 (송도동),,22004,A02,A0208,A02080500,3499043,15,2.02506E+13,20250628,20250629,http://tong.visitkorea.or.kr/cms/resource/37/3499037_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3499037_image3_1.jpg,Type3,126.6379569,37.39476259,6,2.02506E+13,2,8,032-290-2014,"특별 도슨트 투어, 도레와 떠나는 환상여행 - 프랑스 드로잉·판화박물관장이 들려주는 전시 이야기",28,185,EV,EV03,EV030100,선택안함,선택안함
경기도 화성시 동부대로 1063-3 (오산동),,18479,A02,A0208,A02081300,3372236,15,2.02409E+13,20250920,20250921,http://tong.visitkorea.or.kr/cms/resource/76/3536376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3536376_image3_1.jpg,Type3,127.0855161,37.19924042,6,2.02509E+13,31,31,010-3577-2985,튼튼 펫 페스타,41,590,EV,EV03,EV030400,선택안함,선택안함
대구광역시 중구 동성로2길 80 (공평동),서성네거리~공평네거리,41938,A02,A0207,A02070200,1829188,15,2.01307E+13,20250510,20250511,http://tong.visitkorea.or.kr/cms/resource/43/3102243_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3102243_image3_1.jpg,Type3,128.597182,35.86933676,6,2.02504E+13,4,8,053-430-5694,파워풀대구페스티벌,27,110,EV,EV01,EV010200,선택안함,선택안함
경기도 파주시 탄현면 얼음실로 40,,10859,A02,A0207,A02070200,3494053,15,2.02505E+13,20250920,20250927,http://tong.visitkorea.or.kr/cms/resource/45/3532045_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3532045_image3_1.jpg,Type3,126.6985404,37.78524322,6,2.02509E+13,31,27,031-956-2497,파주 케이컬처페스티벌,41,480,EV,EV01,EV010200,,
경기도 파주시 문산읍 임진각로 177,,10808,A02,A0207,A02070200,623494,15,2.00809E+13,20251018,20251019,http://tong.visitkorea.or.kr/cms/resource/35/3375635_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/3375635_image3_1.JPG,Type3,126.7402003,37.8895929,6,2.02509E+13,31,27,031-940-5282,파주개성인삼축제,41,480,EV,EV01,EV010300,선택안함,선택안함
경기도 파주시 얼음실로 40 경기영어마을파주캠프,,10859,A02,A0208,A02081300,2961451,15,2.02304E+13,20250510,20250511,http://tong.visitkorea.or.kr/cms/resource/71/3485871_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/71/3485871_image3_1.png,Type3,126.6985404,37.78524322,6,2.02506E+13,31,27,031-965-7455,파주슈필 2025,41,480,EV,EV03,EV030400,선택안함,선택안함
경기도 파주시 문산읍 임진각로 177,,10808,A02,A0207,A02070200,507362,15,2.00803E+13,20251121,20251123,http://tong.visitkorea.or.kr/cms/resource/70/3380770_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/3380770_image3_1.JPG,Type3,126.7402003,37.8895929,6,2.02509E+13,31,27,031-940-5281,파주장단콩축제,41,480,EV,EV01,EV010300,선택안함,선택안함
경기도 파주시 회동길 145 (문발동),아시아출판문화정보센터 등 파주출판도시 일원,10881,A02,A0207,A02070200,140908,15,2.00509E+13,20250503,20250505,http://tong.visitkorea.or.kr/cms/resource/44/3304544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3304544_image3_1.jpg,Type3,126.6872158,37.70864084,6,2.02504E+13,31,27,031-955-0055,파주출판도시 어린이책잔치,41,480,EV,EV01,EV010200,선택안함,선택안함
충청남도 서산시 팔봉면 팔봉산로 91,팔봉산 어울림마당,31923,A02,A0207,A02070200,141891,15,2.00705E+13,20250621,20250622,http://tong.visitkorea.or.kr/cms/resource/91/3502291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3502291_image3_1.jpg,Type3,126.3654667,36.81758302,6,2.02507E+13,34,7,041-660-3451,팔봉산 감자축제,44,210,EV,EV01,EV010200,선택안함,선택안함
부산광역시 해운대구 APEC로 55 (우동),벡스코 등 부산광역시 전역,48060,A02,A0207,A02070200,3370514,15,2.02409E+13,20250921,20251003,http://tong.visitkorea.or.kr/cms/resource/68/3533968_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3533968_image3_1.jpg,Type3,129.1355209,35.16874503,6,2.02509E+13,6,16,051-711-0054,페스티벌 시월,26,350,EV,EV01,EV010200,선택안함,선택안함
서울특별시 중구 정동길 3 (정동),경향아트힐 1층,4518,A02,A0208,A02080300,3481597,15,2.02503E+13,20221101,20251231,,,,126.9696496,37.56813168,6,2.02505E+13,1,24,02-766-7848,페인터즈,11,140,EV,EV02,EV020300,선택안함,선택안함
인천광역시 연수구 센트럴로 123 (송도동),송도컨벤시아,21998,A02,A0208,A02080500,3479862,15,2.02502E+13,20250418,20250420,http://tong.visitkorea.or.kr/cms/resource/94/3481694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3481694_image3_1.jpg,Type3,126.6466173,37.39002441,6,2.02503E+13,2,8,02-6204-3577,펫가족여행박람회,28,185,EV,EV03,EV030100,선택안함,선택안함
강원특별자치도 평창군 진부면 경강로 3562,,25332,A02,A0207,A02070100,386053,15,2.01411E+13,20250103,20250202,http://tong.visitkorea.or.kr/cms/resource/80/3444080_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3444080_image3_1.jpg,Type3,128.5570176,37.63323415,6,2.02412E+13,32,15,033-336-4000,평창송어축제,51,760,EV,EV01,EV010100,선택안함,선택안함
강원특별자치도 평창군 봉평면 이효석길 157,,25302,A02,A0207,A02070100,507635,15,2.00803E+13,20250905,20250914,http://tong.visitkorea.or.kr/cms/resource/28/3523028_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3523028_image3_1.jpg,Type3,128.3716183,37.61409393,6,2.02509E+13,32,15,033-335-2323,평창효석문화제,51,760,EV,EV01,EV010100,선택안함,선택안함
경기도 평택시 평택동,219-3,17919,A02,A0207,A02070200,2867300,15,2.0221E+13,20251018,20251018,http://tong.visitkorea.or.kr/cms/resource/71/3534771_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3534771_image3_1.jpg,Type3,127.0814807,36.98449849,6,2.0251E+13,31,28,070-8874-3026,평택 원평나루 억새축제,41,220,EV,EV01,EV010500,선택안함,선택안함
경기도 평택시 평택1로 2-1 (평택동),,17910,A02,A0207,A02070200,3484552,15,2.02503E+13,20250726,20250726,http://tong.visitkorea.or.kr/cms/resource/55/3511755_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3511755_image3_1.jpg,Type3,127.0869634,36.9923088,6,2.02507E+13,31,28,010-2200-9989,평택거리문화축제,41,220,EV,EV01,EV010200,,
경기도 평택시 현덕면 평택호길 159,"평택호 관광단지 일원 한국소리터, 모래톱공원",17972,A02,A0207,A02070200,2034167,15,2.0151E+13,20250913,20250913,http://tong.visitkorea.or.kr/cms/resource/98/3506298_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3506298_image3_1.jpg,Type3,126.9222413,36.92149183,6,2.02509E+13,31,28,070-8874-3026,평택호 물빛축제,41,220,EV,EV01,EV010200,선택안함,선택안함
경기도 용인시 처인구 모현면 능곡로 45,,16886,A02,A0207,A02070200,1620571,15,2.01205E+13,20251018,20251019,http://tong.visitkorea.or.kr/cms/resource/55/3015555_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/55/3015555_image3_1.png,Type3,127.1796036,37.33777607,6,2.02509E+13,31,23,031-324-9600,포은문화제,41,461,EV,EV01,EV010200,선택안함,선택안함
경기도 포천시 관인면 창동로 832,포천 한탄강 생태경관단지,11100,A02,A0207,A02070200,3352029,15,2.02408E+13,20250906,20251102,http://tong.visitkorea.or.kr/cms/resource/05/3485905_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3485905_image3_1.jpg,Type3,127.2085962,38.08298713,6,2.02509E+13,31,29,031-538-3030,포천 한탄강 가든페스타,41,650,EV,EV01,EV010600,선택안함,선택안함
경기도 포천시 관인면 창동로 832,,11100,A02,A0207,A02070200,3536596,15,2.02509E+13,20251009,20251012,http://tong.visitkorea.or.kr/cms/resource/93/3536593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3536593_image3_1.jpg,Type3,127.2085962,38.08298713,6,2.02509E+13,31,29,031-538-3510~2,포천 한탄강 세계드론제전,41,650,EV,EV01,EV010200,,
경기도 포천시 포화로 236-11,포천 백운계곡,11110,A02,A0207,A02070200,2802702,15,2.02112E+13,20241221,20250202,http://tong.visitkorea.or.kr/cms/resource/48/3073148_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3073148_image3_1.jpg,Type3,127.4095587,38.07304199,6,2.02412E+13,31,29,031-536-9917,포천백운계곡 동장군축제,41,650,EV,EV01,EV010600,선택안함,선택안함
경기도 포천시 중앙로 87 (신읍동),포천시청 및 체육공원,11147,A02,A0207,A02070200,3487853,15,2.02504E+13,20250503,20250503,http://tong.visitkorea.or.kr/cms/resource/50/3487850_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3487850_image3_1.jpg,Type3,127.2009719,37.89467008,6,2.02504E+13,31,29,031-538-3280,포천시 어린이날 축제,41,650,EV,EV01,EV010200,,
경기도 포천시 관인면 창동로 832,,11100,A02,A0207,A02070200,3545306,15,2.02509E+13,20251025,20251025,http://tong.visitkorea.or.kr/cms/resource/02/3545302_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/02/3545302_image3_1.png,Type3,127.2085962,38.08298713,6,2.02509E+13,31,29,0502-1949-0514,포천펫스타,41,650,EV,EV01,EV010600,,
제주특별자치도 서귀포시 중문관광로 93 (색달동),,63535,A02,A0208,A02081300,3544591,15,2.02509E+13,20251002,20251026,http://tong.visitkorea.or.kr/cms/resource/89/3544589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3544589_image3_1.jpg,Type3,126.4145798,33.25207823,6,2.02509E+13,39,3,031-272-0108,포켓몬 원더 아일랜드 in JEJU,50,130,EV,EV03,EV030400,선택안함,선택안함
경상북도 포항시 남구 장기면 장기로 452,"장기유배문화체험촌, 장기읍성 일원",37945,A02,A0207,A02070200,3099332,15,2.02402E+13,20250412,20250420,http://tong.visitkorea.or.kr/cms/resource/38/3483938_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3483938_image3_1.jpg,Type3,129.4860557,35.90339404,6,2.02503E+13,35,23,054-289-7852,포항 장기유배문화제,47,111,EV,EV01,EV010200,,
경상북도 포항시 남구 오천읍 용덕리,"360-1 오천읍 해병의 거리, 해병대 제1사단",37905,A02,A0207,A02070200,2491545,15,2.01704E+13,20250419,20250420,http://tong.visitkorea.or.kr/cms/resource/02/3480202_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/3480202_image3_1.JPG,Type3,129.413835,35.9759067,6,2.02504E+13,35,23,054-270-2246,포항 해병대 문화축제,47,111,EV,EV01,EV010200,취소,선택안함
경상북도 포항시 남구 해도동,115-1,37822,A02,A0207,A02070100,588175,15,2.00807E+13,20250614,20250622,http://tong.visitkorea.or.kr/cms/resource/88/3484788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3484788_image3_1.jpg,Type3,129.3745067,36.01777621,6,2.02506E+13,35,23,054-289-7852~5,포항국제불빛축제,47,111,EV,EV01,EV010100,선택안함,선택안함
서울특별시 강서구 하늘길 지하77 (방화동),,7505,A02,A0208,A02081300,3443073,15,2.02412E+13,20250530,20260228,http://tong.visitkorea.or.kr/cms/resource/55/3529255_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3529255_image3_1.jpg,Type3,126.8015845,37.56219603,6,2.02508E+13,1,4,070-8810-2420,퓨처그라운드 (FUTUREGROUND),11,500,EV,EV03,EV030400,선택안함,선택안함
경상남도 진주시 강남동,245-239,52715,A02,A0208,A02081300,3523341,15,2.02508E+13,20250905,20250907,http://tong.visitkorea.or.kr/cms/resource/40/3523340_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/40/3523340_image3_1.png,Type3,128.0886204,35.1779389,6,2.02508E+13,36,13,055-795-3246,프로젝트 유어사이드 in 진주,48,170,EV,EV03,EV030400,선택안함,선택안함
전라남도 신안군 자은면 자은서부2길 508-65,,58831,A02,A0207,A02070200,3113840,15,2.02404E+13,20250426,20250427,http://tong.visitkorea.or.kr/cms/resource/23/3485723_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3485723_image3_1.jpg,Type3,125.9959236,34.87798168,6,2.02506E+13,38,12,010-7755-8769,피아노섬 축제,46,910,EV,EV01,EV010200,,
전라남도 장흥군 용산면 장흥대로 2746,,59345,A02,A0207,A02070200,2489349,15,2.01704E+13,20250407,20250430,http://tong.visitkorea.or.kr/cms/resource/85/3482985_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3482985_image3_1.jpg,Type3,126.9033576,34.63570161,6,2.02503E+13,38,20,061-862-2000,하늘빛수목정원 튤립축제,46,800,EV,EV01,EV010200,선택안함,선택안함
경상남도 하동군 북천면 경서대로 2253-9,북천면 직전리일원,52318,A02,A0207,A02070200,3115345,15,2.02404E+13,20250516,20250525,http://tong.visitkorea.or.kr/cms/resource/49/3115549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3115549_image3_1.jpg,Type3,127.8741466,35.10936504,6,2.02504E+13,36,18,055-884-7416,하동 북천 꽃양귀비 축제,48,850,EV,EV01,EV010500,,
경상남도 하동군 북천면 경서대로 2253-9,,52318,A02,A0207,A02070200,780198,15,2.00908E+13,20251002,20251019,http://tong.visitkorea.or.kr/cms/resource/60/3540960_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3540960_image3_1.jpg,Type3,127.8741466,35.10936504,6,2.0251E+13,36,18,055-884-7416,하동 북천 코스모스 메밀꽃 축제,48,850,EV,EV01,EV010200,선택안함,선택안함
경상남도 하동군 화개면 쌍계로 571-27,"하동야생차치유관, 박물관일원",52302,A02,A0207,A02070100,507383,15,2.00803E+13,20250502,20250505,http://tong.visitkorea.or.kr/cms/resource/30/3486030_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/30/3486030_image3_1.png,Type3,127.6434694,35.22651447,6,2.02509E+13,36,18,055-880-6583,하동야생차문화축제,48,850,EV,EV01,EV010100,선택안함,선택안함
전북특별자치도 고창군 심원면 서전길 55-21,하전어촌체험마을,56400,A02,A0207,A02070200,3489178,15,2.02504E+13,20250503,20250505,http://tong.visitkorea.or.kr/cms/resource/77/3489177_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3489177_image3_1.jpg,Type3,126.561721,35.540141,6,2.02505E+13,37,1,063-560-2733,하전바지락 오감체험 페스티벌,52,790,EV,EV01,EV010500,,
서울특별시 영등포구 여의동로 330 (여의도동),,7337,A02,A0208,A02081100,3517184,15,2.02508E+13,20250809,20250823,http://tong.visitkorea.or.kr/cms/resource/83/3517183_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3517183_image3_1.jpg,Type3,126.9336096,37.52639977,6,2.02508E+13,1,20,02-120,한강 다리밑 영화제,11,560,EV,EV02,EV020800,선택안함,선택안함
서울특별시 영등포구 여의도동,85,7337,A02,A0207,A02070200,3001045,15,2.02308E+13,20251018,20251018,http://tong.visitkorea.or.kr/cms/resource/38/3544338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3544338_image3_1.jpg,Type3,126.9377509,37.52480003,6,2.02509E+13,1,20,0502-1937-1119,한강 종이비행기 축제,11,560,EV,EV01,EV010600,선택안함,선택안함
서울특별시 영등포구 여의동로 330 (여의도동),,7337,A02,A0208,A02081300,3355698,15,2.02408E+13,20250905,20251107,http://tong.visitkorea.or.kr/cms/resource/25/3524925_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/25/3524925_image3_1.png,Type3,126.9336096,37.52639977,6,2.02508E+13,1,20,02-458-3315,한강수계 걷기행사,11,560,EV,EV03,EV030400,선택안함,선택안함
서울특별시 영등포구 여의동로 330 (여의도동),,7337,A02,A0208,A02081300,3116066,15,2.02405E+13,20250425,20251130,http://tong.visitkorea.or.kr/cms/resource/93/3488293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3488293_image3_1.jpg,Type3,126.9336096,37.52639977,6,2.02504E+13,1,20,02-6953-9239,한강야경투어,11,560,EV,EV03,EV030400,선택안함,선택안함
서울특별시 영등포구 여의동로 330 (여의도동),한강공원 및 인근 문화유산,7337,A02,A0208,A02081300,3111722,15,2.02403E+13,20250404,20251130,http://tong.visitkorea.or.kr/cms/resource/85/3488085_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/85/3488085_image3_1.png,Type3,126.9336096,37.52639977,6,2.02504E+13,1,20,02-6953-9239,한강역사탐방,11,560,EV,EV03,EV030400,선택안함,선택안함
서울특별시 영등포구 여의동로 330 (여의도동),여의도한강공원,7337,A02,A0207,A02070200,2828431,15,2.02207E+13,20251018,20251026,http://tong.visitkorea.or.kr/cms/resource/05/3540905_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3540905_image3_1.jpg,Type3,126.9336096,37.52639977,6,2.02509E+13,1,20,02-120,한강페스티벌,11,560,EV,EV01,EV010600,선택안함,선택안함
경상북도 경주시 알천북로 1 (황성동),,38089,A02,A0208,A02080500,3500220,15,2.02506E+13,20250701,20251012,,,,129.2058037,35.86171287,6,2.02506E+13,35,2,054-777-5823,"한국 근현대 미술 '4인의 거장들 : 김환기, 박수근, 이중섭, 장욱진'",47,130,EV,EV03,EV030100,선택안함,선택안함
서울특별시 마포구 백범로 35 (신수동),,4107,A02,A0208,A02080800,3345589,15,2.02408E+13,20240901,20250307,http://tong.visitkorea.or.kr/cms/resource/78/3345578_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/78/3345578_image3_1.png,Type3,126.9379474,37.55168302,6,2.02408E+13,1,13,"인스타그램 DM : <a href=""https://www.instagram.com/kore.a.round_culture/"" target=""_blank"" title=""새창 : 한국-캐나다 무용 공동제작 프로젝트 <BODY (몸)> 인스타그램으로 이동"">https://www.instagram.com/kore.a.round_culture/</a>",한국-캐나다 무용 공동제작 프로젝트 〈BODY (몸)〉,11,440,EV,EV02,EV020500,선택안함,선택안함
서울특별시 영등포구 한강남자전거길 1451 (여의도동),,7240,A02,A0208,A02080900,1817328,15,2.01306E+13,20250613,20250614,http://tong.visitkorea.or.kr/cms/resource/62/3492862_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3492862_image3_1.jpg,Type3,126.92776,37.53090192,6,2.02506E+13,1,20,1588-1210,한국경제인협회와 함께하는 2025 서울시립교향악단 강변음악회,11,560,EV,EV02,EV020600,선택안함,선택안함
전북특별자치도 부안군 부안읍 선은1길 10,석정문학관 및 청구원일대,56304,A02,A0207,A02070200,3401872,15,2.0241E+13,20250517,20250517,http://tong.visitkorea.or.kr/cms/resource/80/3428580_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/3428580_image3_1.JPG,Type3,126.7353949,35.7399601,6,2.02503E+13,37,6,063-584-6212,한국동시축제,52,800,EV,EV01,EV010200,,
충청남도 논산시 노성면 종학길 10,,32902,A02,A0207,A02070200,3530743,15,2.02509E+13,20250912,20250914,http://tong.visitkorea.or.kr/cms/resource/41/3530741_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3530741_image3_1.jpg,Type3,127.098137,36.28849821,6,2.02509E+13,34,3,1566-9310,한국유교문화축전,44,230,EV,EV01,EV010400,,
경기도 광명시 소하동,소하로27번길,14315,A02,A0207,A02070200,3484040,15,2.02503E+13,20250411,20250412,http://tong.visitkorea.or.kr/cms/resource/25/3486225_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3486225_image3_1.jpg,Type3,126.8862578,37.44772751,6,2.02504E+13,31,4,02-2621-8864,한내천 봄꽃축제,41,210,EV,EV01,EV010200,,
제주특별자치도 서귀포시 남원읍 한남리,1622-5 고사리축제장,63614,A02,A0207,A02070200,527505,15,2.00804E+13,20250426,20250427,http://tong.visitkorea.or.kr/cms/resource/61/2973761_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/61/2973761_image3_1.png,Type3,126.6783968,33.33151253,6,2.02504E+13,39,3,064-760-4182,한라산 청정 고사리축제,50,130,EV,EV01,EV010300,선택안함,선택안함
제주특별자치도 제주시 한림읍 한림로 300,(한림읍),63011,A02,A0207,A02070200,1883830,15,2.01401E+13,20250113,20250131,http://tong.visitkorea.or.kr/cms/resource/18/3468418_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3468418_image3_1.jpg,Type3,126.2381088,33.38972413,6,2.02501E+13,39,4,064-796-0001~3,한림공원 수선화 축제,50,110,EV,EV01,EV010200,선택안함,선택안함
충청남도 서천군 한산면 충절로 1089,,33624,A02,A0207,A02070100,507480,15,2.00803E+13,20250613,20250615,http://tong.visitkorea.or.kr/cms/resource/56/3490056_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3490056_image3_1.jpg,Type3,126.7987055,36.0799252,6,2.02505E+13,34,8,041-957-9045,한산모시문화제,44,770,EV,EV01,EV010100,선택안함,선택안함
대전광역시 유성구 테크노중앙로 123 (용산동),,34030,A02,A0208,A02081000,3510577,15,2.02507E+13,20250801,20250802,http://tong.visitkorea.or.kr/cms/resource/75/3510575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3510575_image3_1.jpg,Type3,127.3985343,36.4234825,6,2.02507E+13,3,4,042-611-6134,한여름밤의 유성뮤직페스타,30,200,EV,EV02,EV020700,선택안함,선택안함
전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),,55042,A02,A0208,A02080200,2547013,15,2.01805E+13,20250412,20251025,http://tong.visitkorea.or.kr/cms/resource/68/3485868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3485868_image3_1.jpg,Type3,127.1500366,35.81421434,6,2.02504E+13,37,12,063-236-1577 / 010-4348-3130,한옥마을전통연희 퍼레이드-노상놀이야,52,111,EV,EV02,EV020200,선택안함,선택안함
경기도 안성시 보개면 남사당로 198,,17508,A02,A0208,A02081300,3494826,15,2.02506E+13,20250607,20250609,http://tong.visitkorea.or.kr/cms/resource/14/3494814_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3494814_image3_1.jpg,Type3,127.3054286,37.03368571,6,2.02506E+13,31,16,031-673-9966,한중일 음식문화축제,41,550,EV,EV03,EV030400,선택안함,선택안함
서울특별시 영등포구 여의동로 330 (여의도동),,7337,A02,A0207,A02070200,631268,15,2.0081E+13,20250927,20250927,http://tong.visitkorea.or.kr/cms/resource/37/3533337_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3533337_image3_1.jpg,Type3,126.9336096,37.52639977,6,2.02509E+13,1,20,02-519-9778,한화와 함께하는 서울세계불꽃축제,11,560,EV,EV01,EV010200,선택안함,선택안함
경상남도 함안군 함안대로 619-4 함안스포츠타운,함안체육관,52036,A02,A0207,A02070200,2362516,15,2.01601E+13,20250110,20250112,http://tong.visitkorea.or.kr/cms/resource/25/3463325_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3463325_image3_1.jpg,Type3,128.3980295,35.28044957,6,2.02501E+13,36,19,055-580-4554,함안곶감축제,48,730,EV,EV01,EV010300,선택안함,선택안함
경상남도 함안군 가야읍 함안대로 619-1,함안 함주공원 일원,52036,A02,A0208,A02081300,3113790,15,2.02404E+13,20250425,20250427,http://tong.visitkorea.or.kr/cms/resource/01/3484101_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3484101_image3_1.jpg,Type3,128.4014041,35.28304379,6,2.02504E+13,36,19,055-585-9400,함안군민의 날,48,730,EV,EV03,EV030400,,
